pattern,html_path,pdf_path,location,symmetry,website,set,svg_path
J59A,html/data5/J59A.html,contents/data5/J59A.pdf,Chinese painted porcelain,p31m,https://tilingsearch.mit.edu/HTML/data5/J59A.html,set2,contents/data5/J59A.svg
J42A,html/data5/J42A.html,contents/data5/J42A.pdf,"Alhambra, Salon de Comares",p4m,https://tilingsearch.mit.edu/HTML/data5/J42A.html,set2,contents/data5/J42A.svg
J45A,html/data5/J45A.html,contents/data5/J45A.pdf,Persian MSS in British Museum,p4m,https://tilingsearch.mit.edu/HTML/data5/J45A.html,set3,contents/data5/J45A.svg
J30D,html/data5/J30D.html,contents/data5/J30D.pdf,Monreale Cathedral,p6m,https://tilingsearch.mit.edu/HTML/data5/J30D.html,set2,contents/data5/J30D.svg
J30H,html/data5/J30H.html,contents/data5/J30H.pdf,"Baptistry of St Mary, Venice",p6m,https://tilingsearch.mit.edu/HTML/data5/J30H.html,set2,contents/data5/J30H.svg
J30I,html/data5/J30I.html,contents/data5/J30I.pdf,"The Duomo, Civita Castellann",p6m,https://tilingsearch.mit.edu/HTML/data5/J30I.html,set3,contents/data5/J30I.svg
J43A,html/data5/J43A.html,contents/data5/J43A.pdf,"Alhambra, Salon de Comares",p4m,https://tilingsearch.mit.edu/HTML/data5/J43A.html,set2,contents/data5/J43A.svg
J30E,html/data5/J30E.html,contents/data5/J30E.pdf,"San Giovanni Laterano, Rome",p6m,https://tilingsearch.mit.edu/HTML/data5/J30E.html,set3,contents/data5/J30E.svg
J30P,html/data5/J30P.html,contents/data5/J30P.pdf,"San Vitale, Ravenna",p6m,https://tilingsearch.mit.edu/HTML/data5/J30P.html,set3,contents/data5/J30P.svg
J30F,html/data5/J30F.html,contents/data5/J30F.pdf,"St Mark's, Venice",p6m,https://tilingsearch.mit.edu/HTML/data5/J30F.html,set2,contents/data5/J30F.svg
J35A,html/data5/J35A.html,contents/data5/J35A.pdf,Mosaic pavement from Cairo,p4m,https://tilingsearch.mit.edu/HTML/data5/J35A.html,set3,contents/data5/J35A.svg
J30J,html/data5/J30J.html,contents/data5/J30J.pdf,Monreale Cathedral,p6m,https://tilingsearch.mit.edu/HTML/data5/J30J.html,set2,contents/data5/J30J.svg
J43B,html/data5/J43B.html,contents/data5/J43B.pdf,Alhambra,p4m,https://tilingsearch.mit.edu/HTML/data5/J43B.html,set3,contents/data5/J43B.svg
J30K,html/data5/J30K.html,contents/data5/J30K.pdf,"St Mark's, Venice",p4m,https://tilingsearch.mit.edu/HTML/data5/J30K.html,set3,contents/data5/J30K.svg
J45B,html/data5/J45B.html,contents/data5/J45B.pdf,Persian MSS in British Museum,p4m,https://tilingsearch.mit.edu/HTML/data5/J45B.html,set2,contents/data5/J45B.svg
J30G,html/data5/J30G.html,contents/data5/J30G.pdf,"S. M. in Cosmedin, Rome",p3m1,https://tilingsearch.mit.edu/HTML/data5/J30G.html,set3,contents/data5/J30G.svg
J30L,html/data5/J30L.html,contents/data5/J30L.pdf,"San Giovanni Laterano, Rome",p4m,https://tilingsearch.mit.edu/HTML/data5/J30L.html,set2,contents/data5/J30L.svg
J42B,html/data5/J42B.html,contents/data5/J42B.pdf,"Alhambra, Salon de Comares",p4m,https://tilingsearch.mit.edu/HTML/data5/J42B.html,set3,contents/data5/J42B.svg
J09A,html/data5/J09A.html,contents/data5/J09A.pdf,"Owen Jones, Plate IX(8)",p4m,https://tilingsearch.mit.edu/HTML/data5/J09A.html,set3,contents/data5/J09A.svg
J59B,html/data5/J59B.html,contents/data5/J59B.pdf,Chinese painted porcalain,p6m,https://tilingsearch.mit.edu/HTML/data5/J59B.html,set3,contents/data5/J59B.svg
J51A,html/data5/J51A.html,contents/data5/J51A.pdf,"Indian embroided and woven fabrics, in V and A",p4m,https://tilingsearch.mit.edu/HTML/data5/J51A.html,set3,contents/data5/J51A.svg
J44B,html/data5/J44B.html,contents/data5/J44B.pdf,Persian MSS in British Museum,p6m,https://tilingsearch.mit.edu/HTML/data5/J44B.html,set2,contents/data5/J44B.svg
J29A,html/data5/J29A.html,contents/data5/J29A.pdf,"Hagia Sofia, Istanbul",p4m,https://tilingsearch.mit.edu/HTML/data5/J29A.html,set3,contents/data5/J29A.svg
J25B,html/data5/J25B.html,contents/data5/J25B.pdf,"Roman mosaic, Pompeii",p4m,https://tilingsearch.mit.edu/HTML/data5/J25B.html,set2,contents/data5/J25B.svg
J30A,html/data5/J30A.html,contents/data5/J30A.pdf,"San Loremco Fuori, Rome",cm,https://tilingsearch.mit.edu/HTML/data5/J30A.html,set3,contents/data5/J30A.svg
J30M,html/data5/J30M.html,contents/data5/J30M.pdf,St Mark's Venice,p6m,https://tilingsearch.mit.edu/HTML/data5/J30M.html,set3,contents/data5/J30M.svg
P56A,html/data2/P56A.html,contents/data2/P56A.pdf,"Milton Abbey, Dorset",p4m,https://tilingsearch.mit.edu/HTML/data2/P56A.html,set3,contents/data2/P56A.svg
P41B,html/data2/P41B.html,contents/data2/P41B.pdf,"Santa Maria in Cosmedin, Rome",p4m,https://tilingsearch.mit.edu/HTML/data2/P41B.html,set3,contents/data2/P41B.svg
P27B,html/data2/P27B.html,contents/data2/P27B.pdf,Building in Salisbury,p4,https://tilingsearch.mit.edu/HTML/data2/P27B.html,set3,contents/data2/P27B.svg
P41E,html/data2/P41E.html,contents/data2/P41E.pdf,"Santa Cosedin, Rome",pm,https://tilingsearch.mit.edu/HTML/data2/P41E.html,set2,contents/data2/P41E.svg
P24,html/data2/P24.html,contents/data2/P24.pdf,"St James, Milton Abbas",p4m,https://tilingsearch.mit.edu/HTML/data2/P24.html,set2,contents/data2/P24.svg
P57B,html/data2/P57B.html,contents/data2/P57B.pdf,"Holy Trinity, Leeds",p4m,https://tilingsearch.mit.edu/HTML/data2/P57B.html,set3,contents/data2/P57B.svg
P42A,html/data2/P42A.html,contents/data2/P42A.pdf,Westminster Abbey,p4m,https://tilingsearch.mit.edu/HTML/data2/P42A.html,set3,contents/data2/P42A.svg
P26,html/data2/P26.html,contents/data2/P26.pdf,"Holy Trinity, Guildford",p4,https://tilingsearch.mit.edu/HTML/data2/P26.html,set3,contents/data2/P26.svg
P60T,html/data2/P60T.html,contents/data2/P60T.pdf,"St Andrew's, Trent, Dorset",p6m,https://tilingsearch.mit.edu/HTML/data2/P60T.html,set3,contents/data2/P60T.svg
P58TR,html/data2/P58TR.html,contents/data2/P58TR.pdf,"Bibi-Khanym, Samarkand",p4m,https://tilingsearch.mit.edu/HTML/data2/P58TR.html,set2,contents/data2/P58TR.svg
P57C,html/data2/P57C.html,contents/data2/P57C.pdf,"Holy Trinity, Leeds",p4m,https://tilingsearch.mit.edu/HTML/data2/P57C.html,set2,contents/data2/P57C.svg
P27T,html/data2/P27T.html,contents/data2/P27T.pdf,"Wightwick Manor, Wolverhampton",cmm,https://tilingsearch.mit.edu/HTML/data2/P27T.html,set2,contents/data2/P27T.svg
FIG3,html/data188/FIG3.html,contents/data188/FIG3.pdf,"Nadir Divan Khahaka, Central Asia",p6m,https://tilingsearch.mit.edu/HTML/data188/FIG3.html,set2,contents/data188/FIG3.svg
IND0914,html/data188/IND0914.html,contents/data188/IND0914.pdf,"Amber Palace, Amber (Jaipur), India",p4g,https://tilingsearch.mit.edu/HTML/data188/IND0914.html,set2,contents/data188/IND0914.svg
C124,html/data188/C124.html,contents/data188/C124.pdf,"Royal Palace Throne Room, Meknes",p4m,https://tilingsearch.mit.edu/HTML/data188/C124.html,set1,contents/data188/C124.svg
B86,html/data188/B86.html,contents/data188/B86.pdf,"Bourgoin, Plate 86",p6m,https://tilingsearch.mit.edu/HTML/data188/B86.html,set1,contents/data188/B86.svg
B153,html/data188/B153.html,contents/data188/B153.pdf,Barsbay al-Bagasi,p4m,https://tilingsearch.mit.edu/HTML/data188/B153.html,set1,contents/data188/B153.svg
B87,html/data188/B87.html,contents/data188/B87.pdf,"Bourgoin, Plate 87",p6m,https://tilingsearch.mit.edu/HTML/data188/B87.html,set1,contents/data188/B87.svg
TUR1120,html/data188/TUR1120.html,contents/data188/TUR1120.pdf,"Mausoleum of Shehzade Mehmet, Istanbul",cmm,https://tilingsearch.mit.edu/HTML/data188/TUR1120.html,set3,contents/data188/TUR1120.svg
EGY0511,html/data188/EGY0511.html,contents/data188/EGY0511.pdf,Mosque of ibn Tulun,p6,https://tilingsearch.mit.edu/HTML/data188/EGY0511.html,set1,contents/data188/EGY0511.svg
FIG2,html/data188/FIG2.html,contents/data188/FIG2.pdf,Qaytbay mosque,p6m,https://tilingsearch.mit.edu/HTML/data188/FIG2.html,set1,contents/data188/FIG2.svg
CB092,html/data188/CB092.html,contents/data188/CB092.pdf,Sultan Baybars stucco,p6m,https://tilingsearch.mit.edu/HTML/data188/CB092.html,set1,contents/data188/CB092.svg
EGY0717,html/data188/EGY0717.html,contents/data188/EGY0717.pdf,Mosque of Sultan Hassan,pmm,https://tilingsearch.mit.edu/HTML/data188/EGY0717.html,set1,contents/data188/EGY0717.svg
HER2,html/data188/HER2.html,contents/data188/HER2.pdf,Muristan Nuri,p6m,https://tilingsearch.mit.edu/HTML/data188/HER2.html,set2,contents/data188/HER2.svg
H2,html/data188/H2.html,contents/data188/H2.pdf,Suleymaniye Mosque,cmm,https://tilingsearch.mit.edu/HTML/data188/H2.html,set3,contents/data188/H2.svg
ERD1,html/data188/ERD1.html,contents/data188/ERD1.pdf,Agzikara Han,p4g,https://tilingsearch.mit.edu/HTML/data188/ERD1.html,set1,contents/data188/ERD1.svg
VAM2,html/data188/VAM2.html,contents/data188/VAM2.pdf,Sultan Shah mosque,cmm,https://tilingsearch.mit.edu/HTML/data188/VAM2.html,set2,contents/data188/VAM2.svg
EGY0805,html/data188/EGY0805.html,contents/data188/EGY0805.pdf,Fatima Khatun,p6m,https://tilingsearch.mit.edu/HTML/data188/EGY0805.html,set1,contents/data188/EGY0805.svg
FIG5A,html/data188/FIG5A.html,contents/data188/FIG5A.pdf,Zaynal Bek,p6m,https://tilingsearch.mit.edu/HTML/data188/FIG5A.html,set1,contents/data188/FIG5A.svg
C122D,html/data188/C122D.html,contents/data188/C122D.pdf,"Royal Palace Throne Room, Rabat",p4m,https://tilingsearch.mit.edu/HTML/data188/C122D.html,set1,contents/data188/C122D.svg
P061,html/data188/P061.html,contents/data188/P061.pdf,"Bourgoin, Plate 61",pmm,https://tilingsearch.mit.edu/HTML/data188/P061.html,set3,contents/data188/P061.svg
IND0403,html/data188/IND0403.html,contents/data188/IND0403.pdf,Agra,pmm,https://tilingsearch.mit.edu/HTML/data188/IND0403.html,set2,contents/data188/IND0403.svg
H1,html/data188/H1.html,contents/data188/H1.pdf,Rustem Pasha Mosque,cmm,https://tilingsearch.mit.edu/HTML/data188/H1.html,set3,contents/data188/H1.svg
EGY1324,html/data188/EGY1324.html,contents/data188/EGY1324.pdf,Mausoleum of Barquq,p4m,https://tilingsearch.mit.edu/HTML/data188/EGY1324.html,set1,contents/data188/EGY1324.svg
SICULO1,html/data188/SICULO1.html,contents/data188/SICULO1.pdf,Cathedral Monreale,p4m,https://tilingsearch.mit.edu/HTML/data188/SICULO1.html,set2,contents/data188/SICULO1.svg
B153A,html/data188/B153A.html,contents/data188/B153A.pdf,"Bourgoin, Plate 153",p4m,https://tilingsearch.mit.edu/HTML/data188/B153A.html,set1,contents/data188/B153A.svg
CRES3,html/data188/CRES3.html,contents/data188/CRES3.pdf,Mosque of Sultan Baybars,p6m,https://tilingsearch.mit.edu/HTML/data188/CRES3.html,set1,contents/data188/CRES3.svg
B88,html/data188/B88.html,contents/data188/B88.pdf,"Bourgoin, Plate 88",p6m,https://tilingsearch.mit.edu/HTML/data188/B88.html,set1,contents/data188/B88.svg
FIG1,html/data188/FIG1.html,contents/data188/FIG1.pdf,"Great Mosque, Malatya",p6m,https://tilingsearch.mit.edu/HTML/data188/FIG1.html,set2,contents/data188/FIG1.svg
IS1,html/data186/IS1.html,contents/data186/IS1.pdf,In Islamic Style,p6m,https://tilingsearch.mit.edu/HTML/data186/IS1.html,set3,contents/data186/IS1.svg
H4,html/data186/H4.html,contents/data186/H4.pdf,"Gunbad-i Alaviyyan, Hamadan",p3,https://tilingsearch.mit.edu/HTML/data186/H4.html,set3,contents/data186/H4.svg
P232,html/data186/P232.html,contents/data186/P232.pdf,"The Sttiniya, Marrakesh",p4m,https://tilingsearch.mit.edu/HTML/data186/P232.html,set3,contents/data186/P232.svg
DC1,html/data186/DC1.html,contents/data186/DC1.pdf,David Collection door panel,cmm,https://tilingsearch.mit.edu/HTML/data186/DC1.html,set1,contents/data186/DC1.svg
P382,html/data186/P382.html,contents/data186/P382.pdf,"Redouane Pavilion, Marrakesh",p4m,https://tilingsearch.mit.edu/HTML/data186/P382.html,set2,contents/data186/P382.svg
K2,html/data186/K2.html,contents/data186/K2.pdf,"Konya, Sircali",p6,https://tilingsearch.mit.edu/HTML/data186/K2.html,set3,contents/data186/K2.svg
K3,html/data186/K3.html,contents/data186/K3.pdf,"Sircali mosque, Konya",p6,https://tilingsearch.mit.edu/HTML/data186/K3.html,set2,contents/data186/K3.svg
KH1,html/data186/KH1.html,contents/data186/KH1.pdf,"Derived from Tomb tower, Kharraqan",p4g,https://tilingsearch.mit.edu/HTML/data186/KH1.html,set3,contents/data186/KH1.svg
F1,html/data186/F1.html,contents/data186/F1.pdf,Alhambra Museum,p4m,https://tilingsearch.mit.edu/HTML/data186/F1.html,set1,contents/data186/F1.svg
MAN1,html/data186/MAN1.html,contents/data186/MAN1.pdf,Modern pattern from San Francisco,p4m,https://tilingsearch.mit.edu/HTML/data186/MAN1.html,set3,contents/data186/MAN1.svg
P150,html/data186/P150.html,contents/data186/P150.pdf,"Paccard, page 150",p6m,https://tilingsearch.mit.edu/HTML/data186/P150.html,set3,contents/data186/P150.svg
P90,html/data186/P90.html,contents/data186/P90.pdf,"Royal Palace, Meknes",p4,https://tilingsearch.mit.edu/HTML/data186/P90.html,set2,contents/data186/P90.svg
P275,html/data186/P275.html,contents/data186/P275.pdf,"Royal Palace, Fez",p6m,https://tilingsearch.mit.edu/HTML/data186/P275.html,set2,contents/data186/P275.svg
H3,html/data186/H3.html,contents/data186/H3.pdf,"Gunbad-i Alaviyyan, Hamadan",p6m,https://tilingsearch.mit.edu/HTML/data186/H3.html,set3,contents/data186/H3.svg
HH2,html/data186/HH2.html,contents/data186/HH2.pdf,Hunat Hatun Complex,cmm,https://tilingsearch.mit.edu/HTML/data186/HH2.html,set2,contents/data186/HH2.svg
P075,html/data186/P075.html,contents/data186/P075.pdf,"Bourgoin, Plate 75 (corrected)",p6m,https://tilingsearch.mit.edu/HTML/data186/P075.html,set3,contents/data186/P075.svg
P390,html/data186/P390.html,contents/data186/P390.pdf,"Royal Palace, Marrakesh",p4m,https://tilingsearch.mit.edu/HTML/data186/P390.html,set2,contents/data186/P390.svg
VAM1,html/data186/VAM1.html,contents/data186/VAM1.pdf,"Sultan Shah mosque, Cairo, Egypt",p6m,https://tilingsearch.mit.edu/HTML/data186/VAM1.html,set3,contents/data186/VAM1.svg
KHC,html/data186/KHC.html,contents/data186/KHC.pdf,"Kritiya House, Cairo",p4g,https://tilingsearch.mit.edu/HTML/data186/KHC.html,set3,contents/data186/KHC.svg
HH1,html/data186/HH1.html,contents/data186/HH1.pdf,Hunat Hatun Complex,p6,https://tilingsearch.mit.edu/HTML/data186/HH1.html,set3,contents/data186/HH1.svg
P431,html/data186/P431.html,contents/data186/P431.pdf,"Mohammed V Mausoleum, Rabat",p6m,https://tilingsearch.mit.edu/HTML/data186/P431.html,set3,contents/data186/P431.svg
B136,html/data186/B136.html,contents/data186/B136.pdf,Qijmas al-Ishaqi minbar,p6m,https://tilingsearch.mit.edu/HTML/data186/B136.html,set1,contents/data186/B136.svg
P254BL,html/data186/P254BL.html,contents/data186/P254BL.pdf,"Paccard, Vol1, page 254, bottom left",p4m,https://tilingsearch.mit.edu/HTML/data186/P254BL.html,set2,contents/data186/P254BL.svg
F3246,html/data186/F3246.html,contents/data186/F3246.pdf,"Zayn al-Din Yusuf, Cairo",p4m,https://tilingsearch.mit.edu/HTML/data186/F3246.html,set1,contents/data186/F3246.svg
P119,html/data186/P119.html,contents/data186/P119.pdf,"Redouane Pavilion, Marrakesh",p4m,https://tilingsearch.mit.edu/HTML/data186/P119.html,set2,contents/data186/P119.svg
KH2,html/data186/KH2.html,contents/data186/KH2.pdf,"Western tomb tower, Kharraqan",p4g,https://tilingsearch.mit.edu/HTML/data186/KH2.html,set2,contents/data186/KH2.svg
P210,html/data186/P210.html,contents/data186/P210.pdf,"Paccard, page 210, bottom right",p4m,https://tilingsearch.mit.edu/HTML/data186/P210.html,set3,contents/data186/P210.svg
VVAN1,html/data186/VVAN1.html,contents/data186/VVAN1.pdf,Ulu Jum'ah mosque,p6,https://tilingsearch.mit.edu/HTML/data186/VVAN1.html,set3,contents/data186/VVAN1.svg
P211BR,html/data186/P211BR.html,contents/data186/P211BR.pdf,"Paccard, page 211, bottom right",p4m,https://tilingsearch.mit.edu/HTML/data186/P211BR.html,set3,contents/data186/P211BR.svg
K1,html/data186/K1.html,contents/data186/K1.pdf,"Konya, Nalinji mausoleum",p6,https://tilingsearch.mit.edu/HTML/data186/K1.html,set3,contents/data186/K1.svg
P397,html/data186/P397.html,contents/data186/P397.pdf,"Royal Palace, Fez",p4m,https://tilingsearch.mit.edu/HTML/data186/P397.html,set3,contents/data186/P397.svg
EGY0818,html/data172/EGY0818.html,contents/data172/EGY0818.pdf,"Mosque of Aqsunqur, Cairo",p4m,https://tilingsearch.mit.edu/HTML/data172/EGY0818.html,set1,contents/data172/EGY0818.svg
B125,html/data172/B125.html,contents/data172/B125.pdf,"Bourgoin, Plate 125",p6m,https://tilingsearch.mit.edu/HTML/data172/B125.html,set1,contents/data172/B125.svg
EGY0930,html/data172/EGY0930.html,contents/data172/EGY0930.pdf,"Wikala of al-Ghuri, Cairo",p6m,https://tilingsearch.mit.edu/HTML/data172/EGY0930.html,set1,contents/data172/EGY0930.svg
IND0703,html/data172/IND0703.html,contents/data172/IND0703.pdf,"Akbar's Tomb, Sikandra",p4m,https://tilingsearch.mit.edu/HTML/data172/IND0703.html,set3,contents/data172/IND0703.svg
IND0312,html/data172/IND0312.html,contents/data172/IND0312.pdf,"Agra Fort, Agra",p4m,https://tilingsearch.mit.edu/HTML/data172/IND0312.html,set3,contents/data172/IND0312.svg
IRA0532,html/data172/IRA0532.html,contents/data172/IRA0532.pdf,"Friday mosque, Isfahan",cmm,https://tilingsearch.mit.edu/HTML/data172/IRA0532.html,set3,contents/data172/IRA0532.svg
MOR0323,html/data172/MOR0323.html,contents/data172/MOR0323.pdf,"Attarine Madrasah, Fez, Morocco",p4m,https://tilingsearch.mit.edu/HTML/data172/MOR0323.html,set2,contents/data172/MOR0323.svg
B116B,html/data172/B116B.html,contents/data172/B116B.pdf,"Mosque of al-Ghuri, Minbar",p4m,https://tilingsearch.mit.edu/HTML/data172/B116B.html,set1,contents/data172/B116B.svg
MOR1201,html/data172/MOR1201.html,contents/data172/MOR1201.pdf,"Saadian Tombs, Marrakesh",p4m,https://tilingsearch.mit.edu/HTML/data172/MOR1201.html,set2,contents/data172/MOR1201.svg
EGY0613,html/data172/EGY0613.html,contents/data172/EGY0613.pdf,"Mosque of Sultan Hassan, Cairo",p4m,https://tilingsearch.mit.edu/HTML/data172/EGY0613.html,set1,contents/data172/EGY0613.svg
IRA0606,html/data172/IRA0606.html,contents/data172/IRA0606.pdf,"Friday mosque, Isfahan",p4m,https://tilingsearch.mit.edu/HTML/data172/IRA0606.html,set3,contents/data172/IRA0606.svg
IND0314,html/data172/IND0314.html,contents/data172/IND0314.pdf,Agra Fort,p4m,https://tilingsearch.mit.edu/HTML/data172/IND0314.html,set2,contents/data172/IND0314.svg
IRA1329,html/data172/IRA1329.html,contents/data172/IRA1329.pdf,"Masjid-e Ali, Isfahan",p4m,https://tilingsearch.mit.edu/HTML/data172/IRA1329.html,set2,contents/data172/IRA1329.svg
MOR0427,html/data172/MOR0427.html,contents/data172/MOR0427.pdf,"Tiling at Fez, Morocco",p6m,https://tilingsearch.mit.edu/HTML/data172/MOR0427.html,set3,contents/data172/MOR0427.svg
MOR0606,html/data172/MOR0606.html,contents/data172/MOR0606.pdf,"Moulay Ishmael Mosque, Fez, Morocco",p4m,https://tilingsearch.mit.edu/HTML/data172/MOR0606.html,set3,contents/data172/MOR0606.svg
IND0335,html/data172/IND0335.html,contents/data172/IND0335.pdf,Agra Fort,p4g,https://tilingsearch.mit.edu/HTML/data172/IND0335.html,set2,contents/data172/IND0335.svg
IND0336,html/data172/IND0336.html,contents/data172/IND0336.pdf,Agra Fort,p6m,https://tilingsearch.mit.edu/HTML/data172/IND0336.html,set3,contents/data172/IND0336.svg
EGY1217,html/data172/EGY1217.html,contents/data172/EGY1217.pdf,"Bourgoin, Plate 169",cmm,https://tilingsearch.mit.edu/HTML/data172/EGY1217.html,set1,contents/data172/EGY1217.svg
EGY1221,html/data172/EGY1221.html,contents/data172/EGY1221.pdf,"Minbar from Mosque of al-Mu'ayyad, Cairo",p4m,https://tilingsearch.mit.edu/HTML/data172/EGY1221.html,set1,contents/data172/EGY1221.svg
MOR0424,html/data172/MOR0424.html,contents/data172/MOR0424.pdf,"Tiling at Fez, Morocco",p4g,https://tilingsearch.mit.edu/HTML/data172/MOR0424.html,set2,contents/data172/MOR0424.svg
IND1009,html/data172/IND1009.html,contents/data172/IND1009.pdf,"Maharajah's Palace, Jaipur",p6m,https://tilingsearch.mit.edu/HTML/data172/IND1009.html,set3,contents/data172/IND1009.svg
B116A,html/data172/B116A.html,contents/data172/B116A.pdf,"Bourgoin, Plate 116, version A",p4m,https://tilingsearch.mit.edu/HTML/data172/B116A.html,set1,contents/data172/B116A.svg
IND0209,html/data172/IND0209.html,contents/data172/IND0209.pdf,"Humayun's Tomb, Delhi",cmm,https://tilingsearch.mit.edu/HTML/data172/IND0209.html,set3,contents/data172/IND0209.svg
EGY1006,html/data172/EGY1006.html,contents/data172/EGY1006.pdf,"al-Azhar Mosque, Cairo",p6m,https://tilingsearch.mit.edu/HTML/data172/EGY1006.html,set1,contents/data172/EGY1006.svg
E53,html/data172/E53.html,contents/data172/E53.pdf,"Alhambra, Sala de las dos Hermanas",p4m,https://tilingsearch.mit.edu/HTML/data172/E53.html,set1,contents/data172/E53.svg
B107,html/data172/B107.html,contents/data172/B107.pdf,"Bourgoin, Plate 107",p6m,https://tilingsearch.mit.edu/HTML/data172/B107.html,set1,contents/data172/B107.svg
IND0311,html/data172/IND0311.html,contents/data172/IND0311.pdf,Agra Fort,p4m,https://tilingsearch.mit.edu/HTML/data172/IND0311.html,set2,contents/data172/IND0311.svg
B168,html/data175/B168.html,contents/data175/B168.pdf,"Bourgoin, Plate 168",cmm,https://tilingsearch.mit.edu/HTML/data175/B168.html,set1,contents/data175/B168.svg
EGY1404L,html/data175/EGY1404L.html,contents/data175/EGY1404L.pdf,"Mosque of Qaytbay, Cairo",p4m,https://tilingsearch.mit.edu/HTML/data175/EGY1404L.html,set1,contents/data175/EGY1404L.svg
MUL128K,html/data175/MUL128K.html,contents/data175/MUL128K.pdf,"Alhambra, Sala de las Dos Hermanas",p4m,https://tilingsearch.mit.edu/HTML/data175/MUL128K.html,set2,contents/data175/MUL128K.svg
WAD1,html/data175/WAD1.html,contents/data175/WAD1.pdf,Abu Bakr Muzhir Cairo,p4m,https://tilingsearch.mit.edu/HTML/data175/WAD1.html,set3,contents/data175/WAD1.svg
SPA0536X,html/data175/SPA0536X.html,contents/data175/SPA0536X.pdf,"Alhambra, Sala de las Dos Hermanas",pmm,https://tilingsearch.mit.edu/HTML/data175/SPA0536X.html,set3,contents/data175/SPA0536X.svg
IRA2630,html/data175/IRA2630.html,contents/data175/IRA2630.pdf,"Oljaito's mausoleum, Sultaniyeh",p4m,https://tilingsearch.mit.edu/HTML/data175/IRA2630.html,set2,contents/data175/IRA2630.svg
MAK1,html/data175/MAK1.html,contents/data175/MAK1.pdf,"Patio de las Doncellas, Reales Alcazares de Sevilla",p4m,https://tilingsearch.mit.edu/HTML/data175/MAK1.html,set3,contents/data175/MAK1.svg
MOR2404X,html/data175/MOR2404X.html,contents/data175/MOR2404X.pdf,"Bou Inania Madrasah, Meknes",p4m,https://tilingsearch.mit.edu/HTML/data175/MOR2404X.html,set2,contents/data175/MOR2404X.svg
EGY1022,html/data175/EGY1022.html,contents/data175/EGY1022.pdf,Egyptian panel,cmm,https://tilingsearch.mit.edu/HTML/data175/EGY1022.html,set1,contents/data175/EGY1022.svg
B34,html/data175/B34.html,contents/data175/B34.pdf,"Shah-i-Mashhad, Badghis Provence, Afghanistan",p4m,https://tilingsearch.mit.edu/HTML/data175/B34.html,set1,contents/data175/B34.svg
MOR0411,html/data175/MOR0411.html,contents/data175/MOR0411.pdf,"Fez, Morocco",p4m,https://tilingsearch.mit.edu/HTML/data175/MOR0411.html,set2,contents/data175/MOR0411.svg
MOR1502,html/data175/MOR1502.html,contents/data175/MOR1502.pdf,"Moulay Hafid Palace, Tangier",p4m,https://tilingsearch.mit.edu/HTML/data175/MOR1502.html,set3,contents/data175/MOR1502.svg
SPA0522X,html/data175/SPA0522X.html,contents/data175/SPA0522X.pdf,"Alhambra, Patio de los Arrayanes",p4m,https://tilingsearch.mit.edu/HTML/data175/SPA0522X.html,set3,contents/data175/SPA0522X.svg
IND01,html/data175/IND01.html,contents/data175/IND01.pdf,Fatehpur Sikri,p4g,https://tilingsearch.mit.edu/HTML/data175/IND01.html,set3,contents/data175/IND01.svg
MOR0219,html/data175/MOR0219.html,contents/data175/MOR0219.pdf,"Bou Inania Madrasah, Fez, Morocco",pmm,https://tilingsearch.mit.edu/HTML/data175/MOR0219.html,set3,contents/data175/MOR0219.svg
IRA0625,html/data175/IRA0625.html,contents/data175/IRA0625.pdf,"Friday mosque, Isfahan",p4g,https://tilingsearch.mit.edu/HTML/data175/IRA0625.html,set2,contents/data175/IRA0625.svg
WAD2,html/data175/WAD2.html,contents/data175/WAD2.pdf,"Door panel, Museum of Constantinople",p4m,https://tilingsearch.mit.edu/HTML/data175/WAD2.html,set2,contents/data175/WAD2.svg
TUR0732,html/data175/TUR0732.html,contents/data175/TUR0732.pdf,"Hatuniye complex, Kayseri",p4m,https://tilingsearch.mit.edu/HTML/data175/TUR0732.html,set2,contents/data175/TUR0732.svg
CAIRO1,html/data175/CAIRO1.html,contents/data175/CAIRO1.pdf,Qur'anic illumination,p4m,https://tilingsearch.mit.edu/HTML/data175/CAIRO1.html,set1,contents/data175/CAIRO1.svg
WAD3,html/data175/WAD3.html,contents/data175/WAD3.pdf,Minbar of the al-Aqsa Mosque,p4m,https://tilingsearch.mit.edu/HTML/data175/WAD3.html,set3,contents/data175/WAD3.svg
SPA0527X,html/data175/SPA0527X.html,contents/data175/SPA0527X.pdf,"Alcazar, Seville",p4m,https://tilingsearch.mit.edu/HTML/data175/SPA0527X.html,set2,contents/data175/SPA0527X.svg
MEIN1,html/data175/MEIN1.html,contents/data175/MEIN1.pdf,"Great Mosque, Malatya",cmm,https://tilingsearch.mit.edu/HTML/data175/MEIN1.html,set2,contents/data175/MEIN1.svg
MOR0321,html/data175/MOR0321.html,contents/data175/MOR0321.pdf,"Attarine Madrasah, Fez, Morocco",p4m,https://tilingsearch.mit.edu/HTML/data175/MOR0321.html,set3,contents/data175/MOR0321.svg
V2P85,html/data181/V2P85.html,contents/data181/V2P85.pdf,"Tomb of Shahzdeh Ibrahim, Kashan",p4g,https://tilingsearch.mit.edu/HTML/data181/V2P85.html,set3,contents/data181/V2P85.svg
PS71,html/data181/PS71.html,contents/data181/PS71.pdf,"Roman mosaic, Canosa",p4,https://tilingsearch.mit.edu/HTML/data181/PS71.html,set2,contents/data181/PS71.svg
